movement_id,voucher_no,voucher_date,movement_type,account_id,label_no,quantity,gross_weight,net_weight,stone_weight,fine_weight,purity,location_to,value,gold_rate_used,created_at,huid,item_name,category,purity_item,gross_weight_item,net_weight_item,stone_weight_item,fine_weight_item,pieces,design_code,certificate_no,supplier_id,location,slab_id,created_at_item,account_name,account_type,credit_terms,contact,slab_label,product_category,store,item_label_no,item_huid,item_item_name,item_category,item_purity,item_gross_weight,item_net_weight,item_stone_weight,item_fine_weight,item_pieces,item_design_code,item_certificate_no,item_supplier_id,item_location,item_slab_id,item_created_at,acct_account_id,customer_name,customer_type,customer_credit_terms,customer_contact,month,week,day_of_week,is_weekend,is_festival_period,min_wt,max_wt,price_per_gram,relative_price
245,V10244,2025-09-04,SALE,86,LBL00169,1.0,6.89,6.671,0.184,6.111,916,MAIN_STORE,40057.01,5627.7,2025-09-04,H645865,RING LBL00169,RING,916.0,7.454,7.098,0.051,6.502,1.0,DES6119,,5000.0,MAIN_STORE,8,2025-11-24 11:50:05.318617,Customer_86,Customer,Net 0,918443831341.0,5–10 GM,GOLD RINGS,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,36,3,0,1,5,10.0,6004.647578376918,1.0079298457500545
246,V10245,2025-09-04,SALE,52,LBL00166,1.0,21.094,20.514,0.019,18.791,916,MAIN_STORE,106440.46,5532.78,2025-09-04,H104309,CHAIN LBL00166,CHAIN,916.0,21.98,21.44,0.01,19.64,1.0,DES6095,,5001.0,MAIN_STORE,4,2025-11-24 11:50:05.310123,Customer_52,Customer,Net 30,918073127233.0,20–50 GM,GOLD CHAINS,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,36,3,0,1,20,50.0,5188.673823307311,0.9909295257332456
247,V10246,2025-09-04,SALE,29,LBL00067,1.0,5.113,4.802,0.056,2.809,585,MAIN_STORE,17574.25,5716.68,2025-09-04,H517375,PENDANT LBL00067,PENDANT,585.0,5.384,5.189,0.146,3.036,1.0,DES5989,,5009.0,MAIN_STORE,10,2025-11-24 11:50:05.046071,Customer_29,Customer,Net 15,919719748617.0,0–10 GM,GOLD NECKLACE,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,36,3,0,1,0,10.0,3659.7764140407303,1.0238663025041175
248,V10247,2025-09-04,SALE,51,LBL00096,1.0,12.032,11.749,0.177,10.762,916,MAIN_STORE,66011.72,5582.83,2025-09-04,H730421,EARRING LBL00096,EARRING,916.0,11.971,11.618,0.064,10.642,1.0,DES1107,,5007.0,MAIN_STORE,17,2025-11-24 11:50:05.135078,Customer_51,Customer,Net 15,918576609019.0,10+ GM,GOLD EARRING,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,36,3,0,1,10,15.0,5618.49641514202,0.9998935587804567
249,V10248,2025-09-04,SALE,62,LBL00007,1.0,4.247,4.175,0.046,3.824,916,MAIN_STORE,22989.98,5286.39,2025-09-04,H507523,PENDANT LBL00007,PENDANT,916.0,4.247,4.175,0.046,3.824,1.0,DES5445,,5011.0,MAIN_STORE,10,2025-11-24 11:50:04.895925,Customer_62,Customer,Net 0,919556498528.0,0–10 GM,GOLD NECKLACE,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,36,3,0,1,0,10.0,5506.580716986655,0.9468006925164154
250,V10249,2025-09-04,SALE,19,LBL00187,1.0,27.371,27.155,0.009,24.874,916,MAIN_STORE,142907.78,5372.91,2025-09-04,H472899,CHAIN LBL00187,CHAIN,916.0,27.536,27.339,0.018,25.042,1.0,DES6119,,5010.0,MAIN_STORE,4,2025-11-24 11:50:05.367511,Customer_19,Customer,Net 15,919857194152.0,20–50 GM,GOLD CHAINS,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,36,3,0,1,20,50.0,5262.668927907606,0.9622965594343915
251,V10250,2025-09-04,SALE,13,LBL00122,1.0,8.886,8.617,0.136,7.893,916,MAIN_STORE,44678.4,5273.03,2025-09-04,H947228,RING LBL00122,RING,916.0,9.981,9.636,0.043,8.827,1.0,DES3947,,5019.0,MAIN_STORE,8,2025-11-24 11:50:05.198137,Customer_13,Customer,Net 0,919448250186.0,5–10 GM,GOLD RINGS,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,36,3,0,1,5,10.0,5184.912941288971,0.9444078956830338
252,V10251,2025-09-05,SALE,109,LBL00006,1.0,5.789,5.577,0.0,4.183,750,MAIN_STORE,24993.47,5342.51,2025-09-05,H786563,NECKLACE LBL00006,NECKLACE,750.0,5.565,5.167,0.002,3.875,1.0,DES1136,,5002.0,MAIN_STORE,10,2025-11-24 11:50:04.892915,Customer_109,Customer,Net 30,919814963909.0,0–10 GM,GOLD NECKLACE,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,36,4,0,1,0,10.0,4481.5251064147205,0.9568518720290925
253,V10252,2025-09-05,SALE,67,LBL00063,1.0,10.581,10.468,0.0,9.589,916,MAIN_STORE,56536.32,5529.85,2025-09-05,H643899,NECKLACE LBL00063,NECKLACE,916.0,9.738,9.582,0.022,8.778,1.0,DES9812,,5012.0,MAIN_STORE,10,2025-11-24 11:50:05.031913,Customer_67,Customer,Net 15,918865323193.0,0–10 GM,GOLD NECKLACE,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,36,4,0,1,0,10.0,5400.870710654308,0.9904047581642481
254,V10253,2025-09-05,SALE,52,LBL00205,1.0,4.175,3.793,0.0,3.474,916,MAIN_STORE,19665.67,5533.98,2025-09-05,H719221,BANGLE LBL00205,BANGLE,916.0,4.315,3.922,0.0,3.593,1.0,DES7773,,5007.0,MAIN_STORE,18,2025-11-24 11:50:05.412129,Customer_52,Customer,Net 30,918073127233.0,0–5 GM,GOLD BRACELET,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,36,4,0,1,0,5.0,5184.725762002171,0.9911444476045074
255,V10254,2025-09-05,SALE,114,LBL00158,1.0,48.683,48.557,0.043,44.478,916,MAIN_STORE,242829.62,5228.18,2025-09-05,H937838,NECKLACE LBL00158,NECKLACE,916.0,50.707,50.539,0.026,46.294,1.0,DES8907,,5016.0,MAIN_STORE,13,2025-11-24 11:50:05.289720,Customer_114,Customer,Net 15,917192747606.0,40+ GM,GOLD NECKLACE,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,36,4,0,1,40,15.0,5000.91881704144,0.9363751907446239
256,V10255,2025-09-05,SALE,97,LBL00072,1.0,2.376,1.951,0.0,1.141,585,MAIN_STORE,7101.35,5796.64,2025-09-05,H288503,BANGLE LBL00072,BANGLE,585.0,2.454,2.158,0.0,1.262,1.0,DES9952,,5004.0,MAIN_STORE,18,2025-11-24 11:50:05.058511,Customer_97,Customer,Net 30,917842240083.0,0–5 GM,GOLD BRACELET,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,36,4,0,1,0,5.0,3639.8494926450576,1.038187263192529
257,V10256,2025-09-06,SALE,26,LBL00084,1.0,6.322,6.042,0.013,4.531,750,MAIN_STORE,28400.36,5574.98,2025-09-06,H692960,RING LBL00084,RING,750.0,5.506,5.306,0.022,3.979,1.0,DES3459,,5005.0,MAIN_STORE,8,2025-11-24 11:50:05.100188,Customer_26,Customer,Net 15,918513220374.0,5–10 GM,GOLD RINGS,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,36,5,1,1,5,10.0,4700.489126036226,0.9984876115392857
258,V10257,2025-09-06,SALE,77,LBL00081,1.0,22.822,22.583,0.029,20.686,916,MAIN_STORE,125503.85,5473.77,2025-09-06,H741804,NECKLACE LBL00081,NECKLACE,916.0,21.01,20.753,0.014,19.01,1.0,DES3619,,5012.0,MAIN_STORE,12,2025-11-24 11:50:05.091036,Customer_77,Customer,Net 30,919996893560.0,20–40 GM,GOLD NECKLACE,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,36,5,1,1,20,40.0,5557.447834324588,0.9803607427139464
259,V10258,2025-09-06,SALE,23,LBL00159,1.0,2.727,2.237,0.24,1.678,750,MAIN_STORE,14249.64,5881.86,2025-09-06,H261562,EARRING LBL00159,EARRING,750.0,2.541,2.237,0.078,1.678,1.0,DES4116,,5010.0,MAIN_STORE,15,2025-11-24 11:50:05.292267,Customer_23,Customer,Net 30,918449606729.0,2–5 GM,GOLD EARRING,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,36,5,1,1,2,5.0,6369.9748010841295,1.053450298083305
260,V10259,2025-09-06,SALE,18,LBL00173,1.0,20.216,20.021,0.0,18.339,916,MAIN_STORE,106996.95,5355.88,2025-09-06,H434652,BRACELET LBL00173,BRACELET,916.0,19.598,19.191,0.025,17.579,1.0,DES8227,,5003.0,MAIN_STORE,20,2025-11-24 11:50:05.332246,Customer_18,Customer,Net 15,919896923497.0,15–30 GM,GOLD BRACELET,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,36,5,1,1,15,30.0,5344.235785213736,0.9592464598780678
261,V10260,2025-09-06,SALE,50,LBL00131,1.0,10.429,10.172,0.0,5.951,585,MAIN_STORE,35152.7,5527.47,2025-09-06,H414870,NECKLACE LBL00131,NECKLACE,585.0,10.552,10.148,0.0,5.936,1.0,DES9301,,5017.0,MAIN_STORE,11,2025-11-24 11:50:05.220335,Customer_50,Customer,Net 0,917594458674.0,10–20 GM,GOLD NECKLACE,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,36,5,1,1,10,20.0,3455.829388927508,0.9899784964529121
262,V10261,2025-09-06,SALE,89,LBL00138,1.0,7.49,6.938,0.0,6.355,916,MAIN_STORE,36635.36,5575.09,2025-09-06,H604884,PENDANT LBL00138,PENDANT,916.0,7.459,6.938,0.004,6.355,1.0,DES3545,,5014.0,MAIN_STORE,10,2025-11-24 11:50:05.238528,Customer_89,Customer,Net 30,918714513575.0,0–10 GM,GOLD NECKLACE,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,36,5,1,1,0,10.0,5280.391282734033,0.9985073127108182
263,V10262,2025-09-06,SALE,108,LBL00081,1.0,19.199,18.923,0.0,17.333,916,MAIN_STORE,109368.98,5905.57,2025-09-06,H741804,NECKLACE LBL00081,NECKLACE,916.0,21.01,20.753,0.014,19.01,1.0,DES3619,,5012.0,MAIN_STORE,12,2025-11-24 11:50:05.091036,Customer_108,Customer,Net 15,918479723230.0,20–40 GM,GOLD NECKLACE,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,36,5,1,1,20,40.0,5779.684733938343,1.0576967960563195
264,V10263,2025-09-06,SALE,105,LBL00050,1.0,20.215,19.978,0.051,18.3,916,MAIN_STORE,111891.08,5578.9,2025-09-06,H302647,BANGLE LBL00050,BANGLE,916.0,22.772,22.451,0.019,20.565,1.0,DES4707,,5001.0,MAIN_STORE,20,2025-11-24 11:50:04.999039,Customer_105,Customer,Net 30,918776321392.0,15–30 GM,GOLD BRACELET,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,36,5,1,1,15,30.0,5600.714505920787,0.9991896896520743
265,V10264,2025-09-06,SALE,91,LBL00107,1.0,14.13,13.624,0.008,10.218,750,MAIN_STORE,63368.06,5629.26,2025-09-06,H885734,NECKLACE LBL00107,NECKLACE,750.0,14.04,13.718,0.01,10.289,1.0,DES6901,,5001.0,MAIN_STORE,11,2025-11-24 11:50:05.163016,Customer_91,Customer,Net 15,919155313861.0,10–20 GM,GOLD NECKLACE,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,36,5,1,1,10,20.0,4651.207820668833,1.0082092441826949
266,V10265,2025-09-06,SALE,38,LBL00057,1.0,9.387,9.358,0.0,5.474,585,MAIN_STORE,31183.33,5345.27,2025-09-06,H913920,PENDANT LBL00057,PENDANT,585.0,9.726,9.45,0.019,5.528,1.0,DES1685,,5019.0,MAIN_STORE,10,2025-11-24 11:50:05.016711,Customer_38,Customer,Net 15,919558781873.0,0–10 GM,GOLD NECKLACE,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,36,5,1,1,0,10.0,3332.264016642016,0.9573461923329947
267,V10266,2025-09-07,SALE,66,LBL00141,1.0,16.177,16.1,0.0,9.418,585,MAIN_STORE,59162.06,5613.32,2025-09-07,H975671,EARRING LBL00141,EARRING,585.0,15.305,15.015,0.015,8.784,1.0,DES9537,,5009.0,MAIN_STORE,17,2025-11-24 11:50:05.245098,Customer_66,Customer,Net 0,918436192596.0,10+ GM,GOLD EARRING,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,36,6,1,1,10,15.0,3674.661883561373,1.0053543653261003
268,V10267,2025-09-07,SALE,106,LBL00139,1.0,4.816,4.359,0.132,3.993,916,MAIN_STORE,24810.66,5381.26,2025-09-07,H663051,RING LBL00139,RING,916.0,5.139,4.79,0.035,4.388,1.0,DES6490,,5014.0,MAIN_STORE,8,2025-11-24 11:50:05.240700,Customer_106,Customer,Net 15,918568812602.0,5–10 GM,GOLD RINGS,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,36,6,1,1,5,10.0,5691.822507037737,0.963792057455255
269,V10268,2025-09-07,SALE,107,LBL00189,1.0,9.076,8.68,0.0,7.951,916,MAIN_STORE,50293.4,5939.51,2025-09-07,H182361,EARRING LBL00189,EARRING,916.0,9.076,8.68,0.0,7.951,1.0,DES8629,,5018.0,MAIN_STORE,16,2025-11-24 11:50:05.372161,Customer_107,Customer,Net 15,917818147210.0,5–10 GM,GOLD EARRING,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,36,6,1,1,5,10.0,5794.169839381356,1.063775502981841
270,V10269,2025-09-07,SALE,111,LBL00090,1.0,32.041,31.549,0.043,28.899,916,MAIN_STORE,169592.45,5308.93,2025-09-07,H752801,BANGLE LBL00090,BANGLE,916.0,32.247,31.72,0.062,29.056,1.0,DES5146,,5000.0,MAIN_STORE,21,2025-11-24 11:50:05.116952,Customer_111,Customer,Net 0,918502020490.0,30+ GM,GOLD BRACELET,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,36,6,1,1,30,15.0,5375.525202842397,0.9508376416649497
271,V10270,2025-09-07,SALE,104,LBL00054,1.0,6.23,5.785,0.105,5.299,916,MAIN_STORE,34485.14,5733.19,2025-09-07,H285679,RING LBL00054,RING,916.0,6.23,5.785,0.105,5.299,1.0,DES8197,,5019.0,MAIN_STORE,8,2025-11-24 11:50:05.009116,Customer_104,Customer,Net 0,917483312111.0,5–10 GM,GOLD RINGS,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,36,6,1,1,5,10.0,5961.1294794936075,1.026823269249561
272,V10271,2025-09-07,SALE,79,LBL00043,1.0,10.916,10.824,0.0,9.915,916,MAIN_STORE,61944.97,5800.89,2025-09-07,H694587,PENDANT LBL00043,PENDANT,916.0,11.657,11.354,0.026,10.401,1.0,DES4783,,5019.0,MAIN_STORE,11,2025-11-24 11:50:04.981421,Customer_79,Customer,Net 0,919893241312.0,10–20 GM,GOLD NECKLACE,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,36,6,1,1,10,20.0,5722.927224415445,1.0389484448199147
273,V10272,2025-09-07,SALE,36,LBL00137,1.0,45.054,44.692,0.0,26.145,585,MAIN_STORE,157097.72,5728.4,2025-09-07,H935981,BANGLE LBL00137,BANGLE,585.0,43.667,43.139,0.028,25.236,1.0,DES1582,,5004.0,MAIN_STORE,21,2025-11-24 11:50:05.235941,Customer_36,Customer,Net 15,918705490992.0,30+ GM,GOLD BRACELET,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,36,6,1,1,30,15.0,3515.1194058193996,1.0259653727801077
274,V10273,2025-09-07,SALE,110,LBL00069,1.0,9.006,8.692,0.245,6.519,750,MAIN_STORE,41665.03,5321.95,2025-09-07,H408721,EARRING LBL00069,EARRING,750.0,9.006,8.692,0.091,6.519,1.0,DES1893,,5016.0,MAIN_STORE,16,2025-11-24 11:50:05.051106,Customer_110,Customer,Net 0,918309186996.0,5–10 GM,GOLD EARRING,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,36,6,1,1,5,10.0,4793.491165037832,0.9531695439681401
275,V10274,2025-09-07,SALE,118,LBL00106,1.0,9.756,9.711,0.017,8.895,916,MAIN_STORE,52579.2,5315.73,2025-09-07,H793029,EARRING LBL00106,EARRING,916.0,10.05,9.902,0.012,9.07,1.0,DES3906,,5014.0,MAIN_STORE,17,2025-11-24 11:50:05.160622,Customer_118,Customer,Net 0,917234238999.0,10+ GM,GOLD EARRING,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,36,6,1,1,10,15.0,5414.395488168521,0.9520555322687664
276,V10275,2025-09-07,SALE,19,LBL00064,1.0,6.432,6.002,0.0,4.502,750,MAIN_STORE,27471.6,5708.51,2025-09-07,H870881,CHAIN LBL00064,CHAIN,750.0,6.357,5.986,0.017,4.49,1.0,DES1643,,5017.0,MAIN_STORE,2,2025-11-24 11:50:05.034508,Customer_19,Customer,Net 15,919857194152.0,5–10 GM,GOLD CHAINS,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,36,6,1,1,5,10.0,4577.073545972418,1.0224030427639432
277,V10276,2025-09-08,SALE,54,LBL00161,1.0,9.798,9.567,0.0,7.175,750,MAIN_STORE,43235.66,5854.29,2025-09-08,H913205,RING LBL00161,RING,750.0,9.71,9.328,0.048,6.996,1.0,DES6363,,5004.0,MAIN_STORE,8,2025-11-24 11:50:05.297196,Customer_54,Customer,Net 15,917394729488.0,5–10 GM,GOLD RINGS,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,37,0,0,0,5,10.0,4519.249031122711,1.048512468091065
278,V10277,2025-09-08,SALE,96,LBL00132,1.0,10.555,10.381,0.009,7.786,750,MAIN_STORE,46927.36,5573.95,2025-09-08,H439658,EARRING LBL00132,EARRING,750.0,10.555,10.381,0.011,7.786,1.0,DES1100,,5003.0,MAIN_STORE,17,2025-11-24 11:50:05.222684,Customer_96,Customer,Net 15,919801385697.0,10+ GM,GOLD EARRING,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,37,0,0,0,10,15.0,4520.504332867322,0.9983031369331193
279,V10278,2025-09-08,SALE,100,LBL00223,1.0,35.805,35.295,0.0,32.33,916,MAIN_STORE,195034.96,5552.79,2025-09-08,H657062,BRACELET LBL00223,BRACELET,916.0,38.58,38.08,0.076,34.881,1.0,DES5775,,5012.0,MAIN_STORE,21,2025-11-24 11:50:05.456504,Customer_100,Customer,Net 0,918040735415.0,30+ GM,GOLD BRACELET,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,37,0,0,0,30,15.0,5525.852230461758,0.9945133479365362
280,V10279,2025-09-08,SALE,109,LBL00092,1.0,11.102,11.055,0.04,10.126,916,MAIN_STORE,66658.32,5917.21,2025-09-08,H669902,EARRING LBL00092,EARRING,916.0,11.102,10.966,0.016,10.045,1.0,DES1094,,5019.0,MAIN_STORE,17,2025-11-24 11:50:05.123491,Customer_109,Customer,Net 30,919814963909.0,10+ GM,GOLD EARRING,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,37,0,0,0,10,15.0,6029.698233405859,1.059781538207559
281,V10280,2025-09-08,SALE,35,LBL00127,1.0,9.796,9.596,0.007,8.79,916,MAIN_STORE,53461.95,5638.22,2025-09-08,H147702,BRACELET LBL00127,BRACELET,916.0,9.618,9.395,0.017,8.606,1.0,DES6468,,5011.0,MAIN_STORE,19,2025-11-24 11:50:05.210039,Customer_35,Customer,Net 15,918943058119.0,5–15 GM,GOLD BRACELET,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,37,0,0,0,5,15.0,5571.27390878763,1.009813994154783
282,V10281,2025-09-08,SALE,101,LBL00125,1.0,32.428,32.215,0.229,29.509,916,MAIN_STORE,171407.4,5257.85,2025-09-08,H587467,BRACELET LBL00125,BRACELET,916.0,32.428,32.215,0.229,29.509,1.0,DES2932,,5006.0,MAIN_STORE,21,2025-11-24 11:50:05.205442,Customer_101,Customer,Net 0,918143565474.0,30+ GM,GOLD BRACELET,MAIN_STORE,LBL00067,H517375,PENDANT LBL00067,BANGLE,916.0,12.023,11.79,0.02,9.765,1.0,DES5989,,5009.0,MAIN_STORE,13.0,2025-11-24 11:50:05.046071,61.0,Customer_76,Customer,Net 30,918403731150.0,9,37,0,0,0,30,15.0,5320.732412828421,0.9416891340115721
