movement_id,voucher_no,voucher_date,movement_type,account_id,label_no,quantity,gross_weight,net_weight,stone_weight,fine_weight,purity,location_to,value,gold_rate_used,created_at,huid,item_name,category,purity_item,gross_weight_item,net_weight_item,stone_weight_item,fine_weight_item,pieces,design_code,certificate_no,supplier_id,location,slab_id,created_at_item,account_name,account_type,credit_terms,contact,slab_label,product_category,store
155,V10154,2025-08-25,SALE,120,LBL00070,1,59.746,59.404,0.003,54.414,916,MAIN_STORE,332567.11,5665.21,2025-08-25,H249149,NECKLACE LBL00070,NECKLACE,916,58.732,58.25,0.021,53.357,1,DES8595,,5014,MAIN_STORE,13,2025-11-24 11:50:05.053860,Customer_120,Customer,Net 0,+918235598059,40+ GM,GOLD NECKLACE,MAIN_STORE
156,V10155,2025-08-25,SALE,7,LBL00063,1,8.984,8.579,0.023,7.858,916,MAIN_STORE,43983.08,5391.48,2025-08-25,H643899,NECKLACE LBL00063,NECKLACE,916,9.738,9.582,0.022,8.778,1,DES9812,,5012,MAIN_STORE,10,2025-11-24 11:50:05.031913,Customer_7,Customer,Net 0,+919231172272,0–10 GM,GOLD NECKLACE,MAIN_STORE
157,V10156,2025-08-25,SALE,92,LBL00085,1,63.234,62.945,0.231,57.658,916,MAIN_STORE,327562.74,5228.7,2025-08-25,H251631,CHAIN LBL00085,CHAIN,916,54.231,53.644,0.057,49.138,1,DES3930,,5001,MAIN_STORE,5,2025-11-24 11:50:05.103591,Customer_92,Customer,Net 15,+919997331061,50+ GM,GOLD CHAINS,MAIN_STORE
158,V10157,2025-08-25,SALE,21,LBL00238,1,28.399,28.149,0.024,21.112,750,MAIN_STORE,126870.57,5367.61,2025-08-25,H245824,BANGLE LBL00238,BANGLE,750,28.954,28.7,0.04,21.525,1,DES4083,,5017,MAIN_STORE,20,2025-11-24 11:50:05.492179,Customer_21,Customer,Net 0,+917774797220,15–30 GM,GOLD BRACELET,MAIN_STORE
159,V10158,2025-08-25,SALE,37,LBL00083,1,9.71,9.319,0.0,8.536,916,MAIN_STORE,50337.56,5391.04,2025-08-25,H905579,CHAIN LBL00083,CHAIN,916,9.71,9.415,0.0,8.624,1,DES3799,,5010,MAIN_STORE,2,2025-11-24 11:50:05.097466,Customer_37,Customer,Net 0,+917148876024,5–10 GM,GOLD CHAINS,MAIN_STORE
160,V10159,2025-08-25,SALE,120,LBL00218,1,19.424,19.392,0.0,17.763,916,MAIN_STORE,115180.16,5823.89,2025-08-25,H908812,BRACELET LBL00218,BRACELET,916,19.098,18.736,0.028,17.162,1,DES7208,,5010,MAIN_STORE,20,2025-11-24 11:50:05.444447,Customer_120,Customer,Net 0,+918235598059,15–30 GM,GOLD BRACELET,MAIN_STORE
161,V10160,2025-08-25,SALE,108,LBL00010,1,13.773,13.529,0.009,12.393,916,MAIN_STORE,79180.49,5760.54,2025-08-25,H499194,EARRING LBL00010,EARRING,916,14.294,13.863,0.012,12.699,1,DES9331,,5003,MAIN_STORE,17,2025-11-24 11:50:04.903405,Customer_108,Customer,Net 15,+918479723230,10+ GM,GOLD EARRING,MAIN_STORE
162,V10161,2025-08-25,SALE,113,LBL00075,1,2.357,2.325,0.011,2.13,916,MAIN_STORE,12793.58,5301.72,2025-08-25,H575718,RING LBL00075,RING,916,2.27,2.069,0.016,1.895,1,DES4308,,5014,MAIN_STORE,7,2025-11-24 11:50:05.071912,Customer_113,Customer,Net 30,+917626285594,2–5 GM,GOLD RINGS,MAIN_STORE
163,V10162,2025-08-25,SALE,59,LBL00073,1,7.098,6.504,0.052,3.805,585,MAIN_STORE,23825.7,5860.82,2025-08-25,H512160,BRACELET LBL00073,BRACELET,585,7.021,6.623,0.05,3.875,1,DES7775,,5010,MAIN_STORE,19,2025-11-24 11:50:05.062887,Customer_59,Customer,Net 15,+917742610535,5–15 GM,GOLD BRACELET,MAIN_STORE
164,V10163,2025-08-25,SALE,60,LBL00130,1,4.89,4.719,0.0,4.323,916,MAIN_STORE,26955.3,5747.75,2025-08-25,H366776,EARRING LBL00130,EARRING,916,5.166,5.07,0.001,4.644,1,DES2111,,5009,MAIN_STORE,16,2025-11-24 11:50:05.217904,Customer_60,Customer,Net 15,+919961788388,5–10 GM,GOLD EARRING,MAIN_STORE
165,V10164,2025-08-26,SALE,95,LBL00004,1,1.104,0.895,0.011,0.82,916,MAIN_STORE,5071.05,5766.46,2025-08-26,H397809,RING LBL00004,RING,916,1.104,0.895,0.011,0.82,1,DES4288,,5019,MAIN_STORE,6,2025-11-24 11:50:04.887345,Customer_95,Customer,Net 0,+919095347470,0–2 GM,GOLD RINGS,MAIN_STORE
166,V10165,2025-08-26,SALE,82,LBL00220,1,47.925,47.386,0.026,43.406,916,MAIN_STORE,249826.8,5287.02,2025-08-26,H328182,BANGLE LBL00220,BANGLE,916,47.412,47.055,0.017,43.102,1,DES3276,,5018,MAIN_STORE,21,2025-11-24 11:50:05.449438,Customer_82,Customer,Net 30,+919167796058,30+ GM,GOLD BRACELET,MAIN_STORE
167,V10166,2025-08-26,SALE,18,LBL00048,1,5.526,5.234,0.0,4.794,916,MAIN_STORE,28068.47,5499.26,2025-08-26,H993522,RING LBL00048,RING,916,5.301,5.234,0.007,4.794,1,DES7348,,5015,MAIN_STORE,8,2025-11-24 11:50:04.993783,Customer_18,Customer,Net 15,+919896923497,5–10 GM,GOLD RINGS,MAIN_STORE
168,V10167,2025-08-26,SALE,43,LBL00069,1,10.024,9.836,0.172,7.377,750,MAIN_STORE,44738.38,5412.01,2025-08-26,H408721,EARRING LBL00069,EARRING,750,9.006,8.692,0.091,6.519,1,DES1893,,5016,MAIN_STORE,16,2025-11-24 11:50:05.051106,Customer_43,Customer,Net 15,+917093206686,5–10 GM,GOLD EARRING,MAIN_STORE
169,V10168,2025-08-26,SALE,8,LBL00061,1,10.654,10.25,0.015,9.389,916,MAIN_STORE,55641.7,5514.87,2025-08-26,H214626,EARRING LBL00061,EARRING,916,10.654,10.25,0.015,9.389,1,DES8399,,5014,MAIN_STORE,17,2025-11-24 11:50:05.026324,Customer_8,Customer,Net 0,+917434758564,10+ GM,GOLD EARRING,MAIN_STORE
170,V10169,2025-08-26,SALE,114,LBL00230,1,4.372,3.947,0.014,2.309,585,MAIN_STORE,14825.4,5681.68,2025-08-26,H993916,RING LBL00230,RING,585,4.603,4.191,0.129,2.452,1,DES5819,,5001,MAIN_STORE,7,2025-11-24 11:50:05.472686,Customer_114,Customer,Net 15,+917192747606,2–5 GM,GOLD RINGS,MAIN_STORE
171,V10170,2025-08-27,SALE,29,LBL00158,1,50.707,50.568,0.0,46.32,916,MAIN_STORE,287654.24,5550.31,2025-08-27,H937838,NECKLACE LBL00158,NECKLACE,916,50.707,50.539,0.026,46.294,1,DES8907,,5016,MAIN_STORE,13,2025-11-24 11:50:05.289720,Customer_29,Customer,Net 15,+919719748617,40+ GM,GOLD NECKLACE,MAIN_STORE
172,V10171,2025-08-27,SALE,54,LBL00096,1,11.91,11.486,0.038,10.521,916,MAIN_STORE,67832.0,5798.43,2025-08-27,H730421,EARRING LBL00096,EARRING,916,11.971,11.618,0.064,10.642,1,DES1107,,5007,MAIN_STORE,17,2025-11-24 11:50:05.135078,Customer_54,Customer,Net 15,+917394729488,10+ GM,GOLD EARRING,MAIN_STORE
173,V10172,2025-08-27,SALE,32,LBL00196,1,9.739,9.328,0.087,8.544,916,MAIN_STORE,49367.16,5283.54,2025-08-27,H927094,PENDANT LBL00196,PENDANT,916,9.739,9.328,0.111,8.544,1,DES6320,,5014,MAIN_STORE,10,2025-11-24 11:50:05.388733,Customer_32,Customer,Net 30,+919343446878,0–10 GM,GOLD NECKLACE,MAIN_STORE
174,V10173,2025-08-27,SALE,47,LBL00181,1,14.767,14.711,0.011,11.033,750,MAIN_STORE,71429.17,5817.57,2025-08-27,H426503,NECKLACE LBL00181,NECKLACE,750,14.229,14.115,0.018,10.586,1,DES6549,,5017,MAIN_STORE,11,2025-11-24 11:50:05.353135,Customer_47,Customer,Net 30,+917664494972,10–20 GM,GOLD NECKLACE,MAIN_STORE
175,V10174,2025-08-27,SALE,74,LBL00052,1,8.218,7.891,0.0,7.228,916,MAIN_STORE,41734.77,5597.04,2025-08-27,H533108,PENDANT LBL00052,PENDANT,916,7.851,7.414,0.046,6.791,1,DES4646,,5006,MAIN_STORE,10,2025-11-24 11:50:05.003820,Customer_74,Customer,Net 0,+918371454094,0–10 GM,GOLD NECKLACE,MAIN_STORE
176,V10175,2025-08-27,SALE,92,LBL00053,1,23.449,23.095,0.0,21.155,916,MAIN_STORE,120271.09,5543.52,2025-08-27,H894586,CHAIN LBL00053,CHAIN,916,23.089,22.846,0.0,20.928,1,DES4351,,5002,MAIN_STORE,4,2025-11-24 11:50:05.006386,Customer_92,Customer,Net 15,+919997331061,20–50 GM,GOLD CHAINS,MAIN_STORE
177,V10176,2025-08-27,SALE,66,LBL00034,1,31.255,31.0,0.006,23.25,750,MAIN_STORE,142263.79,5555.6,2025-08-27,H265725,BANGLE LBL00034,BANGLE,750,30.733,30.526,0.003,22.895,1,DES6201,,5002,MAIN_STORE,21,2025-11-24 11:50:04.960208,Customer_66,Customer,Net 0,+918436192596,30+ GM,GOLD BRACELET,MAIN_STORE
178,V10177,2025-08-27,SALE,3,LBL00186,1,18.03,17.786,0.0,16.292,916,MAIN_STORE,94115.57,5638.49,2025-08-27,H287677,BANGLE LBL00186,BANGLE,916,16.551,16.409,0.087,15.031,1,DES8304,,5019,MAIN_STORE,20,2025-11-24 11:50:05.365077,Customer_3,Customer,Net 30,+918141669467,15–30 GM,GOLD BRACELET,MAIN_STORE
179,V10178,2025-08-27,SALE,90,LBL00089,1,1.832,1.784,0.0,1.634,916,MAIN_STORE,9595.41,5274.35,2025-08-27,H237962,PENDANT LBL00089,PENDANT,916,1.798,1.648,0.128,1.509,1,DES4323,,5000,MAIN_STORE,10,2025-11-24 11:50:05.114212,Customer_90,Customer,Net 15,+917365411459,0–10 GM,GOLD NECKLACE,MAIN_STORE
180,V10179,2025-08-27,SALE,37,LBL00009,1,17.096,16.845,0.0,15.43,916,MAIN_STORE,99147.83,5924.51,2025-08-27,H780956,BANGLE LBL00009,BANGLE,916,15.392,14.974,0.028,13.716,1,DES7332,,5007,MAIN_STORE,20,2025-11-24 11:50:04.900958,Customer_37,Customer,Net 0,+917148876024,15–30 GM,GOLD BRACELET,MAIN_STORE
181,V10180,2025-08-28,SALE,115,LBL00096,1,12.993,12.757,0.019,11.685,916,MAIN_STORE,72796.33,5713.15,2025-08-28,H730421,EARRING LBL00096,EARRING,916,11.971,11.618,0.064,10.642,1,DES1107,,5007,MAIN_STORE,17,2025-11-24 11:50:05.135078,Customer_115,Customer,Net 0,+917857641458,10+ GM,GOLD EARRING,MAIN_STORE
182,V10181,2025-08-28,SALE,18,LBL00139,1,4.997,4.601,0.002,4.215,916,MAIN_STORE,26529.13,5934.89,2025-08-28,H663051,RING LBL00139,RING,916,5.139,4.79,0.035,4.388,1,DES6490,,5014,MAIN_STORE,8,2025-11-24 11:50:05.240700,Customer_18,Customer,Net 15,+919896923497,5–10 GM,GOLD RINGS,MAIN_STORE
183,V10182,2025-08-28,SALE,94,LBL00033,1,1.665,1.078,0.0,0.987,916,MAIN_STORE,6235.3,5924.62,2025-08-28,H550955,RING LBL00033,RING,916,1.674,1.286,0.004,1.178,1,DES3378,,5018,MAIN_STORE,6,2025-11-24 11:50:04.957601,Customer_94,Customer,Net 15,+919402158803,0–2 GM,GOLD RINGS,MAIN_STORE
184,V10183,2025-08-28,SALE,70,LBL00185,1,43.348,43.088,0.041,39.469,916,MAIN_STORE,225470.04,5401.97,2025-08-28,H190302,CHAIN LBL00185,CHAIN,916,42.848,42.427,0.017,38.864,1,DES7987,,5012,MAIN_STORE,4,2025-11-24 11:50:05.362579,Customer_70,Customer,Net 30,+917049110293,20–50 GM,GOLD CHAINS,MAIN_STORE
185,V10184,2025-08-28,SALE,25,LBL00071,1,9.972,9.409,0.23,8.619,916,MAIN_STORE,52573.78,5248.04,2025-08-28,H194834,EARRING LBL00071,EARRING,916,9.556,9.174,0.076,8.404,1,DES9202,,5003,MAIN_STORE,16,2025-11-24 11:50:05.056316,Customer_25,Customer,Net 30,+919576618444,5–10 GM,GOLD EARRING,MAIN_STORE
186,V10185,2025-08-28,SALE,99,LBL00158,1,55.861,55.299,0.0,50.654,916,MAIN_STORE,288310.68,5273.11,2025-08-28,H937838,NECKLACE LBL00158,NECKLACE,916,50.707,50.539,0.026,46.294,1,DES8907,,5016,MAIN_STORE,13,2025-11-24 11:50:05.289720,Customer_99,Customer,Net 30,+919251627092,40+ GM,GOLD NECKLACE,MAIN_STORE
187,V10186,2025-08-28,SALE,77,LBL00115,1,42.0,41.594,0.0,38.1,916,MAIN_STORE,213074.59,5256.63,2025-08-28,H741784,CHAIN LBL00115,CHAIN,916,41.652,41.097,0.031,37.645,1,DES1953,,5003,MAIN_STORE,4,2025-11-24 11:50:05.183035,Customer_77,Customer,Net 30,+919996893560,20–50 GM,GOLD CHAINS,MAIN_STORE
188,V10187,2025-08-28,SALE,28,LBL00139,1,5.245,4.79,0.0,4.388,916,MAIN_STORE,27175.01,5935.34,2025-08-28,H663051,RING LBL00139,RING,916,5.139,4.79,0.035,4.388,1,DES6490,,5014,MAIN_STORE,8,2025-11-24 11:50:05.240700,Customer_28,Customer,Net 15,+918596523152,5–10 GM,GOLD RINGS,MAIN_STORE
189,V10188,2025-08-28,SALE,94,LBL00235,1,3.027,2.677,0.06,2.452,916,MAIN_STORE,15619.22,5705.86,2025-08-28,H846348,EARRING LBL00235,EARRING,916,3.027,2.694,0.023,2.468,1,DES7271,,5012,MAIN_STORE,15,2025-11-24 11:50:05.484179,Customer_94,Customer,Net 15,+919402158803,2–5 GM,GOLD EARRING,MAIN_STORE
190,V10189,2025-08-28,SALE,113,LBL00078,1,9.657,9.562,0.156,8.759,916,MAIN_STORE,52993.46,5520.7,2025-08-28,H195620,PENDANT LBL00078,PENDANT,916,10.25,9.97,0.081,9.133,1,DES2870,,5014,MAIN_STORE,11,2025-11-24 11:50:05.081504,Customer_113,Customer,Net 30,+917626285594,10–20 GM,GOLD NECKLACE,MAIN_STORE
191,V10190,2025-08-29,SALE,76,LBL00243,1,8.868,8.339,0.0,6.254,750,MAIN_STORE,36993.4,5530.45,2025-08-29,H856379,RING LBL00243,RING,750,9.394,9.059,0.022,6.794,1,DES8974,,5013,MAIN_STORE,8,2025-11-24 11:50:05.504338,Customer_76,Customer,Net 0,+918403731150,5–10 GM,GOLD RINGS,MAIN_STORE
192,V10191,2025-08-29,SALE,45,LBL00249,1,16.618,16.052,0.114,14.704,916,MAIN_STORE,91432.66,5599.99,2025-08-29,H472566,BANGLE LBL00249,BANGLE,916,15.949,15.805,0.087,14.477,1,DES4698,,5005,MAIN_STORE,20,2025-11-24 11:50:05.518992,Customer_45,Customer,Net 30,+919195894317,15–30 GM,GOLD BRACELET,MAIN_STORE
193,V10192,2025-08-29,SALE,20,LBL00105,1,9.145,8.958,0.0,5.24,585,MAIN_STORE,32212.26,5563.57,2025-08-29,H804737,PENDANT LBL00105,PENDANT,585,9.656,9.497,0.027,5.556,1,DES5659,,5019,MAIN_STORE,10,2025-11-24 11:50:05.157938,Customer_20,Customer,Net 15,+917447116404,0–10 GM,GOLD NECKLACE,MAIN_STORE
194,V10193,2025-08-29,SALE,110,LBL00077,1,30.918,30.491,0.046,27.93,916,MAIN_STORE,176208.71,5627.11,2025-08-29,H825318,BRACELET LBL00077,BRACELET,916,32.413,32.33,0.022,29.614,1,DES3686,,5003,MAIN_STORE,21,2025-11-24 11:50:05.078353,Customer_110,Customer,Net 0,+918309186996,30+ GM,GOLD BRACELET,MAIN_STORE
195,V10194,2025-08-29,SALE,68,LBL00143,1,7.65,7.561,0.0,6.926,916,MAIN_STORE,38879.41,5461.14,2025-08-29,H661916,EARRING LBL00143,EARRING,916,7.302,7.115,0.0,6.518,1,DES1306,,5006,MAIN_STORE,16,2025-11-24 11:50:05.249802,Customer_68,Customer,Net 15,+917517717617,5–10 GM,GOLD EARRING,MAIN_STORE
196,V10195,2025-08-29,SALE,109,LBL00116,1,46.874,46.645,0.072,34.984,750,MAIN_STORE,197422.14,5361.19,2025-08-29,H699121,CHAIN LBL00116,CHAIN,750,46.861,46.676,0.023,35.007,1,DES9666,,5002,MAIN_STORE,4,2025-11-24 11:50:05.185606,Customer_109,Customer,Net 30,+919814963909,20–50 GM,GOLD CHAINS,MAIN_STORE
197,V10196,2025-08-29,SALE,78,LBL00173,1,18.294,17.928,0.0,16.422,916,MAIN_STORE,103506.2,5769.61,2025-08-29,H434652,BRACELET LBL00173,BRACELET,916,19.598,19.191,0.025,17.579,1,DES8227,,5003,MAIN_STORE,20,2025-11-24 11:50:05.332246,Customer_78,Customer,Net 0,+917657978181,15–30 GM,GOLD BRACELET,MAIN_STORE
198,V10197,2025-08-29,SALE,28,LBL00144,1,7.544,7.251,0.006,6.642,916,MAIN_STORE,40718.22,5874.93,2025-08-29,H705445,EARRING LBL00144,EARRING,916,7.59,7.249,0.013,6.64,1,DES6434,,5011,MAIN_STORE,16,2025-11-24 11:50:05.252149,Customer_28,Customer,Net 15,+918596523152,5–10 GM,GOLD EARRING,MAIN_STORE
199,V10198,2025-08-29,SALE,95,LBL00049,1,7.178,7.099,0.046,4.153,585,MAIN_STORE,26602.81,5722.37,2025-08-29,H596864,PENDANT LBL00049,PENDANT,585,7.178,7.028,0.112,4.111,1,DES3253,,5005,MAIN_STORE,10,2025-11-24 11:50:04.996299,Customer_95,Customer,Net 0,+919095347470,0–10 GM,GOLD NECKLACE,MAIN_STORE
200,V10199,2025-08-29,SALE,118,LBL00102,1,28.965,28.814,0.016,26.394,916,MAIN_STORE,155977.0,5497.17,2025-08-29,H978721,BANGLE LBL00102,BANGLE,916,30.884,30.814,0.057,28.226,1,DES5889,,5010,MAIN_STORE,21,2025-11-24 11:50:05.150463,Customer_118,Customer,Net 0,+917234238999,30+ GM,GOLD BRACELET,MAIN_STORE
201,V10200,2025-08-30,SALE,34,LBL00079,1,12.116,11.894,0.023,8.921,750,MAIN_STORE,56849.89,5799.01,2025-08-30,H764873,CHAIN LBL00079,CHAIN,750,12.023,11.79,0.047,8.842,1,DES6946,,5002,MAIN_STORE,3,2025-11-24 11:50:05.084763,Customer_34,Customer,Net 30,+918091304489,10–20 GM,GOLD CHAINS,MAIN_STORE
202,V10201,2025-08-30,SALE,108,LBL00195,1,57.536,57.337,0.0,43.003,750,MAIN_STORE,255521.54,5520.96,2025-08-30,H511122,CHAIN LBL00195,CHAIN,750,57.536,57.337,0.0,43.003,1,DES4004,,5010,MAIN_STORE,5,2025-11-24 11:50:05.386187,Customer_108,Customer,Net 15,+918479723230,50+ GM,GOLD CHAINS,MAIN_STORE
203,V10202,2025-08-30,SALE,95,LBL00057,1,10.806,10.71,0.011,6.265,585,MAIN_STORE,38768.07,5642.58,2025-08-30,H913920,PENDANT LBL00057,PENDANT,585,9.726,9.45,0.019,5.528,1,DES1685,,5019,MAIN_STORE,10,2025-11-24 11:50:05.016711,Customer_95,Customer,Net 0,+919095347470,0–10 GM,GOLD NECKLACE,MAIN_STORE
204,V10203,2025-08-30,SALE,20,LBL00076,1,12.565,12.439,0.0,11.394,916,MAIN_STORE,70960.72,5820.85,2025-08-30,H194560,PENDANT LBL00076,PENDANT,916,11.851,11.306,0.024,10.356,1,DES5097,,5010,MAIN_STORE,11,2025-11-24 11:50:05.074970,Customer_20,Customer,Net 15,+917447116404,10–20 GM,GOLD NECKLACE,MAIN_STORE
205,V10204,2025-08-30,SALE,88,LBL00168,1,6.403,6.194,0.048,3.623,585,MAIN_STORE,22734.55,5683.81,2025-08-30,H589554,PENDANT LBL00168,PENDANT,585,6.998,6.618,0.014,3.871,1,DES1755,,5003,MAIN_STORE,10,2025-11-24 11:50:05.315385,Customer_88,Customer,Net 30,+917211789542,0–10 GM,GOLD NECKLACE,MAIN_STORE
206,V10205,2025-08-30,SALE,94,LBL00044,1,7.013,6.534,0.0,3.822,585,MAIN_STORE,22287.81,5615.78,2025-08-30,H343461,EARRING LBL00044,EARRING,585,7.534,7.106,0.017,4.157,1,DES4783,,5000,MAIN_STORE,16,2025-11-24 11:50:04.983998,Customer_94,Customer,Net 15,+919402158803,5–10 GM,GOLD EARRING,MAIN_STORE
207,V10206,2025-08-30,SALE,70,LBL00228,1,18.123,17.529,0.0,13.147,750,MAIN_STORE,78681.18,5824.93,2025-08-30,H711033,BRACELET LBL00228,BRACELET,750,18.123,17.529,0.105,13.147,1,DES1133,,5019,MAIN_STORE,20,2025-11-24 11:50:05.468059,Customer_70,Customer,Net 30,+917049110293,15–30 GM,GOLD BRACELET,MAIN_STORE
208,V10207,2025-08-30,SALE,86,LBL00210,1,10.198,10.159,0.0,5.943,585,MAIN_STORE,36126.52,5827.42,2025-08-30,H694764,PENDANT LBL00210,PENDANT,585,10.198,9.848,0.014,5.761,1,DES6606,,5017,MAIN_STORE,11,2025-11-24 11:50:05.424876,Customer_86,Customer,Net 0,+918443831341,10–20 GM,GOLD NECKLACE,MAIN_STORE
209,V10208,2025-08-30,SALE,20,LBL00182,1,1.411,1.396,0.046,1.279,916,MAIN_STORE,7992.52,5268.22,2025-08-30,H565198,EARRING LBL00182,EARRING,916,1.403,1.345,0.023,1.232,1,DES1831,,5004,MAIN_STORE,14,2025-11-24 11:50:05.355467,Customer_20,Customer,Net 15,+917447116404,0–2 GM,GOLD EARRING,MAIN_STORE
210,V10209,2025-08-30,SALE,79,LBL00240,1,20.169,19.62,0.146,14.715,750,MAIN_STORE,84929.79,5229.73,2025-08-30,H261760,CHAIN LBL00240,CHAIN,750,17.634,17.206,0.094,12.904,1,DES5726,,5004,MAIN_STORE,3,2025-11-24 11:50:05.496380,Customer_79,Customer,Net 0,+919893241312,10–20 GM,GOLD CHAINS,MAIN_STORE
211,V10210,2025-08-31,SALE,68,LBL00005,1,5.627,5.191,0.098,3.893,750,MAIN_STORE,23924.34,5237.26,2025-08-31,H384459,PENDANT LBL00005,PENDANT,750,5.684,5.296,0.086,3.972,1,DES1869,,5014,MAIN_STORE,10,2025-11-24 11:50:04.890007,Customer_68,Customer,Net 15,+917517717617,0–10 GM,GOLD NECKLACE,MAIN_STORE
212,V10211,2025-08-31,SALE,56,LBL00173,1,20.634,20.148,0.0,18.456,916,MAIN_STORE,101112.33,5293.86,2025-08-31,H434652,BRACELET LBL00173,BRACELET,916,19.598,19.191,0.025,17.579,1,DES8227,,5003,MAIN_STORE,20,2025-11-24 11:50:05.332246,Customer_56,Customer,Net 30,+917933885988,15–30 GM,GOLD BRACELET,MAIN_STORE
213,V10212,2025-08-31,SALE,80,LBL00050,1,22.772,22.451,0.005,20.565,916,MAIN_STORE,119855.05,5508.78,2025-08-31,H302647,BANGLE LBL00050,BANGLE,916,22.772,22.451,0.019,20.565,1,DES4707,,5001,MAIN_STORE,20,2025-11-24 11:50:04.999039,Customer_80,Customer,Net 30,+918687418351,15–30 GM,GOLD BRACELET,MAIN_STORE
214,V10213,2025-09-01,SALE,73,LBL00118,1,12.266,12.113,0.068,9.085,750,MAIN_STORE,58372.25,5714.09,2025-09-01,H738419,EARRING LBL00118,EARRING,750,11.386,11.304,0.038,8.478,1,DES6185,,5008,MAIN_STORE,17,2025-11-24 11:50:05.190122,Customer_73,Customer,Net 15,+919252209366,10+ GM,GOLD EARRING,MAIN_STORE
215,V10214,2025-09-01,SALE,110,LBL00168,1,6.848,6.455,0.0,3.776,585,MAIN_STORE,22315.66,5496.17,2025-09-01,H589554,PENDANT LBL00168,PENDANT,585,6.998,6.618,0.014,3.871,1,DES1755,,5003,MAIN_STORE,10,2025-11-24 11:50:05.315385,Customer_110,Customer,Net 0,+918309186996,0–10 GM,GOLD NECKLACE,MAIN_STORE
216,V10215,2025-09-01,SALE,82,LBL00015,1,33.086,33.07,0.0,30.292,916,MAIN_STORE,191504.24,5829.41,2025-09-01,H359409,NECKLACE LBL00015,NECKLACE,916,31.49,31.248,0.0,28.623,1,DES9673,,5009,MAIN_STORE,12,2025-11-24 11:50:04.915761,Customer_82,Customer,Net 30,+919167796058,20–40 GM,GOLD NECKLACE,MAIN_STORE
217,V10216,2025-09-01,SALE,73,LBL00085,1,54.231,53.644,0.0,49.138,916,MAIN_STORE,301460.98,5882.19,2025-09-01,H251631,CHAIN LBL00085,CHAIN,916,54.231,53.644,0.057,49.138,1,DES3930,,5001,MAIN_STORE,5,2025-11-24 11:50:05.103591,Customer_73,Customer,Net 15,+919252209366,50+ GM,GOLD CHAINS,MAIN_STORE
218,V10217,2025-09-01,SALE,112,LBL00231,1,12.221,11.803,0.048,8.852,750,MAIN_STORE,48543.37,5258.29,2025-09-01,H487158,EARRING LBL00231,EARRING,750,12.221,11.803,0.048,8.852,1,DES9992,,5001,MAIN_STORE,17,2025-11-24 11:50:05.475150,Customer_112,Customer,Net 30,+918899277934,10+ GM,GOLD EARRING,MAIN_STORE
219,V10218,2025-09-01,SALE,36,LBL00237,1,26.596,26.055,0.066,19.541,750,MAIN_STORE,116585.94,5353.24,2025-09-01,H321476,BRACELET LBL00237,BRACELET,750,27.796,27.393,0.092,20.544,1,DES3841,,5015,MAIN_STORE,20,2025-11-24 11:50:05.489589,Customer_36,Customer,Net 15,+918705490992,15–30 GM,GOLD BRACELET,MAIN_STORE
220,V10219,2025-09-01,SALE,27,LBL00005,1,5.468,5.112,0.246,3.834,750,MAIN_STORE,27396.32,5889.15,2025-09-01,H384459,PENDANT LBL00005,PENDANT,750,5.684,5.296,0.086,3.972,1,DES1869,,5014,MAIN_STORE,10,2025-11-24 11:50:04.890007,Customer_27,Customer,Net 15,+919362581359,0–10 GM,GOLD NECKLACE,MAIN_STORE
221,V10220,2025-09-01,SALE,31,LBL00145,1,16.317,15.973,0.034,14.631,916,MAIN_STORE,87405.35,5611.5,2025-09-01,H169429,EARRING LBL00145,EARRING,916,14.148,13.778,0.017,12.621,1,DES3446,,5008,MAIN_STORE,17,2025-11-24 11:50:05.254474,Customer_31,Customer,Net 30,+918033895513,10+ GM,GOLD EARRING,MAIN_STORE
222,V10221,2025-09-01,SALE,18,LBL00190,1,23.04,22.564,0.217,16.923,750,MAIN_STORE,108832.57,5583.07,2025-09-01,H238197,BRACELET LBL00190,BRACELET,750,25.189,24.922,0.073,18.692,1,DES2522,,5014,MAIN_STORE,20,2025-11-24 11:50:05.374495,Customer_18,Customer,Net 15,+919896923497,15–30 GM,GOLD BRACELET,MAIN_STORE
223,V10222,2025-09-01,SALE,13,LBL00014,1,15.975,15.707,0.0,14.388,916,MAIN_STORE,92683.93,5774.84,2025-09-01,H687923,BANGLE LBL00014,BANGLE,916,15.63,15.425,0.008,14.13,1,DES1352,,5001,MAIN_STORE,20,2025-11-24 11:50:04.913305,Customer_13,Customer,Net 0,+919448250186,15–30 GM,GOLD BRACELET,MAIN_STORE
224,V10223,2025-09-02,SALE,100,LBL00249,1,14.277,14.074,0.082,12.892,916,MAIN_STORE,83023.97,5934.7,2025-09-02,H472566,BANGLE LBL00249,BANGLE,916,15.949,15.805,0.087,14.477,1,DES4698,,5005,MAIN_STORE,20,2025-11-24 11:50:05.518992,Customer_100,Customer,Net 0,+918040735415,15–30 GM,GOLD BRACELET,MAIN_STORE
225,V10224,2025-09-02,SALE,71,LBL00092,1,11.043,10.478,0.009,9.598,916,MAIN_STORE,57447.41,5643.9,2025-09-02,H669902,EARRING LBL00092,EARRING,916,11.102,10.966,0.016,10.045,1,DES1094,,5019,MAIN_STORE,17,2025-11-24 11:50:05.123491,Customer_71,Customer,Net 30,+919715250922,10+ GM,GOLD EARRING,MAIN_STORE
